scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,weight_id,phase,soc,next_task_energy,idle,deadline
primary,C4,5039,2104,1589,66.20833333333333,75.52281368821293,210.6211779648097,609.9891615216569,208.23944165793324,86.17021276595744,65.74074074074075,13.829787234042554,0.4116701450915478,395.7437461021352,0,5620.0,59.99599999999971,6.7963888888888935,86.11824687385987,68.69437956816955,17.423867305690322,79.76750812030392,19.251111111111072,8.895191801624913,59.79918776654465,119.60867621369427,3.0,6,2770.2062227149468,298,13.087248322147651,130,562,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5040,2199,1615,67.29166666666667,73.4424738517508,257.45599697924996,639.9181870824473,254.85082969301135,91.20171673819742,72.07155222158109,8.798283261802576,0.3942014703041151,413.135970129126,0,3250.0,62.42199999999969,7.0836111111111135,85.42245896672596,68.24157902572195,17.180879941003983,79.88716299106262,19.190555555555573,4.852871365882779,63.38870765983918,118.6423041204527,3.0,6,2891.9517909038823,159,16.9811320754717,72,325,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5041,2244,1650,68.75,73.52941176470588,254.54344934492983,656.9032464909661,251.82848732118907,92.47787610619469,74.27455357142857,7.52212389380531,0.37832202875397625,420.4819366785259,0,2820.0,63.13999999999969,7.189722222222228,88.92569750799598,71.05020174416174,17.875495763834223,79.89839128084779,19.272222222222187,4.21341589392748,66.83678585023426,123.50791320554994,3.0,6,2943.373556749681,140,18.571428571428573,56,282,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5042,2108,1642,68.41666666666667,77.89373814041745,198.75708312407244,597.1877670469313,196.3002577243203,86.33093525179856,67.06091070372561,13.66906474820144,0.4162366596791061,379.9265782552997,0,4540.0,59.25199999999974,6.749722222222227,83.41672352173052,66.87574181215194,16.54098170957858,80.17066481247066,19.261666666666695,7.076731485487357,59.799010326664586,115.85656044684794,3.0,6,2659.486047787099,248,15.725806451612904,87,454,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5043,2104,1602,66.75,76.14068441064639,200.24317206106218,606.0419561474664,197.78164934328814,86.54708520179372,67.97346200241255,13.452914798206278,0.4141951234224293,399.1272144600394,0,4610.0,59.96999999999972,6.794583333333339,84.84565779509562,67.58233417013268,17.263323624962936,79.65326208365985,19.26166666666663,7.766350271235488,59.8159838988972,117.84119138207726,3.0,6,2793.890501220275,277,25.27075812274368,93,461,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5044,2161,1584,66.0,73.29939842665432,215.91744935111376,613.0874175880933,213.55569800087162,82.29665071770334,65.80608146873207,17.703349282296653,0.4016507713717235,395.70564513939803,0,5390.0,61.75799999999969,6.9900000000000055,85.46801122865139,68.56170987113971,16.906301357511687,80.21914735762076,19.241736270291923,8.738646457542705,59.823063413597005,118.70557115090475,3.0,6,2769.939515975786,327,18.960244648318042,109,539,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5045,2100,1596,66.5,76.0,196.85958969864754,610.8672663896126,194.65607090337852,82.70142180094786,61.38259833134685,17.298578199052134,0.4183852894531141,384.25179212895415,0,6300.0,59.83999999999966,6.780555555555562,83.13381411563047,66.23921122527553,16.894602890354943,79.67782054741731,19.286666666666637,9.968041922276555,56.27116930299898,115.46363071615345,3.0,6,2689.762544902679,365,13.972602739726028,136,630,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5046,2203,1642,68.41666666666667,74.53472537448933,245.61815343173282,631.8842241925294,242.9280181443156,88.46153846153845,75.15388919977616,11.538461538461538,0.38371446897976585,405.8378668852001,0,3620.0,62.36399999999971,7.0845833333333355,90.30790763419799,71.85833308364309,18.4495745505549,79.57036650069792,19.415538689661634,5.053830879092828,66.80450220455026,125.42764949194168,3.0,6,2840.8650681964004,176,17.045454545454543,82,362,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5047,2188,1626,67.75,74.31444241316271,246.75904371494784,616.4569729608146,244.11497404653164,88.68778280542986,73.36769759450172,11.312217194570136,0.38953780742329924,417.2798966008344,0,3350.0,61.901999999999724,7.033750000000004,88.87294505865718,71.43364803148089,17.439297027176284,80.3772711530307,19.290539507885605,4.559786195923559,66.87386183555734,123.43464591480162,3.0,6,2920.959276205841,156,10.897435897435898,83,335,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5048,2121,1639,68.29166666666667,77.27487034417727,209.58036516949704,597.0607987922377,206.80197133945535,92.53012048192771,75.26377491207504,7.46987951807229,0.41406402875089726,403.65947295386803,0,2320.0,59.98399999999975,6.8168055555555584,83.2117295095478,66.48282276195741,16.72890674759039,79.89597518740325,19.333998320442642,3.143719378359371,63.339103383598044,115.57184654103862,3.0,6,2825.616310677077,108,12.037037037037036,44,232,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5049,2164,1610,67.08333333333333,74.3992606284658,227.34228056746437,610.8868434604394,224.8696089001859,88.23529411764706,68.28018223234625,11.76470588235294,0.4053477431988578,395.33360373340344,0,4540.0,61.8439999999997,6.999722222222225,83.3047374277757,66.75426952764721,16.550467900128478,80.13262101152702,19.36246387557839,7.0012907758439376,59.752978751803276,115.70102420524397,3.0,6,2767.3352261338237,237,17.72151898734177,96,454,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5050,2189,1649,68.70833333333333,75.33120146185472,238.09321275436196,609.0470580143266,235.50004345516672,92.13483146067416,71.55963302752293,7.865168539325842,0.3980201450749113,406.16254645063145,0,3070.0,61.91799999999971,7.036111111111112,84.49784688224473,67.56512752875004,16.9327193534947,79.96076825828243,19.242306050051635,4.216627095928018,63.34850043282201,117.35812066978436,3.0,6,2843.13782515442,122,17.21311475409836,65,307,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5051,2185,1599,66.625,73.18077803203661,261.2155541447359,633.0739089017006,258.543935010285,91.98218262806236,76.38248847926268,8.017817371937639,0.3888971371571765,426.1759275322253,0,3200.0,62.06399999999972,7.041250000000003,89.49584287278302,71.46231511404389,18.033527758739112,79.84987103325736,19.35509968387815,4.632675224683305,66.8296398893606,124.29978176775418,3.0,6,2983.2314927255766,145,23.448275862068964,69,320,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5052,2063,1593,66.375,77.21764420746486,184.35732648347343,608.5301792856425,182.18896221039597,84.65227817745804,60.51032806804375,15.347721822541965,0.42740920118722175,385.0627183454014,0,5890.0,58.71799999999971,6.656388888888895,82.28576260164024,65.6980122537006,16.58775034793964,79.84128745546924,19.410586431498974,9.430499642165245,56.26751261153535,114.28578139116698,3.0,6,2695.439028417809,321,15.57632398753894,125,589,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
primary,C4,5053,2081,1583,65.95833333333333,76.06919750120134,188.57744275475073,608.9570239268874,186.31727462002178,85.0,61.228175797712225,15.0,0.42321513960577695,382.0222324029326,0,5590.0,59.54199999999971,6.736111111111114,82.59956963868841,66.175921985139,16.423647653549413,80.1165457333608,19.336666666666638,9.902402941955092,56.27351904318391,114.72162449817836,3.0,6,2674.1556268205286,337,17.210682492581604,87,559,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
