scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,weight_id,phase
stress_non_binding,C1,5032,1793,1792,74.66666666666667,99.94422755158952,1.1963509528123593,79.96318988986562,0.521700867409627,14.739884393063585,6.288873531444372,85.26011560693641,0.4321347276526321,7.713315431168545,0,100.0,21.53599999999996,3.736805555555546,25.13149804505242,20.13134302514776,5.000155019904662,80.10403116065328,29.678888888888554,0.0,20.13134302514776,17.452429197953073,0,0,38.56657715584273,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5033,1780,1779,74.125,99.9438202247191,0.8029967866452972,60.314732218047965,0.33894947206793224,9.782608695652172,2.6912181303116123,90.21739130434783,0.4354605761695394,0.0,0,100.0,21.379999999999967,3.7097222222222124,25.234192578965814,20.127766617334643,5.106425961631169,79.76386228466974,29.678888888888554,0.0,20.127766617334643,17.523744846504037,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5034,1752,1746,72.75,99.65753424657534,0.8419030388111711,51.66798679235944,0.35761103556417445,9.686609686609682,3.5688793718772316,90.31339031339031,0.44377411079885476,0.0,0,100.0,21.043999999999976,3.6513888888888792,25.04132011241229,20.105899925074045,4.935420187338247,80.29089454875866,29.678888888888554,0.0,20.105899925074045,17.389805633619645,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5035,1872,1867,77.79166666666667,99.73290598290599,1.2700394188188107,53.95118207925334,0.5359103913428563,21.282051282051285,4.5209176788124195,78.71794871794872,0.3962258245677198,0.0,0,120.0,22.48799999999992,3.901666666666656,30.158703155620884,24.154494715749813,6.004208439871074,80.09129103168343,29.678888888888554,0.0,24.154494715749813,20.943543858070058,0,0,0.0,0,0,0,12,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5036,1872,1871,77.95833333333333,99.94658119658119,0.6855240201553209,53.6473006767986,0.28694653003460935,10.1123595505618,0.593667546174137,89.8876404494382,0.40293671825408756,0.0,0,110.0,22.485999999999926,3.9015277777777673,27.742781428528488,22.139228676015538,5.603552752512951,79.80176296688587,29.678888888888554,0.0,22.139228676015538,19.265820436478123,0,0,0.0,0,0,0,11,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5037,1785,1784,74.33333333333333,99.94397759103641,0.6592614764479322,54.228934646774604,0.28112885522887543,8.333333333333337,0.6369426751592355,91.66666666666666,0.43353444977847533,0.0,0,100.0,21.439999999999962,3.7201388888888793,25.42759807974889,20.131424924006858,5.296173155742033,79.1715554920619,29.678888888888554,0.0,20.131424924006858,17.658054222047838,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5038,1797,1795,74.79166666666667,99.88870339454647,1.2497326654268806,90.55466636546444,0.5583382489442421,15.838509316770189,6.169491525423732,84.16149068322981,0.4233891882894202,7.351023862276682,0,110.0,21.585999999999956,3.7452777777777686,27.879892215808738,22.129200353460092,5.750691862348644,79.37333538510659,29.678888888888554,0.0,22.129200353460092,19.36103626097829,0,0,36.75511931138341,0,0,0,11,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5039,1760,1755,73.125,99.7159090909091,1.0920788665070125,57.92959646453128,0.4248500321765962,11.221122112211223,5.490734385724094,88.77887788778878,0.4413356477521176,0.0,0,100.0,21.13999999999997,3.6680555555555463,25.119166809237683,20.114166370515214,5.0050004387224645,80.07497431450689,29.678888888888554,0.0,20.114166370515214,17.443865839748383,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5040,1858,1848,77.0,99.46178686759957,1.538228613219913,61.98686058348819,0.6650005296711221,19.21182266009852,9.435261707988985,80.78817733990148,0.39953906691144664,1.1557812890683756,0,120.0,22.319999999999926,3.8724999999999894,30.3659359118792,24.158547799895988,6.207388111983208,79.55805436065987,29.678888888888554,0.0,24.158547799895988,21.087455494360555,0,0,5.778906445341878,0,0,0,12,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5041,1829,1822,75.91666666666667,99.61727720065609,0.6885610540484913,52.372140378089775,0.296733852604589,8.311688311688314,1.1080332409972304,91.68831168831169,0.4149669922948639,0.0,0,110.0,21.969999999999942,3.8119444444444346,27.71188277384899,22.13478587582911,5.57709689801988,79.87470954776538,29.678888888888554,0.0,22.13478587582911,19.244363037395132,0,0,0.0,0,0,0,11,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5042,1795,1793,74.70833333333333,99.88857938718662,1.4551874094702022,68.11860048951336,0.7133911097321822,20.281690140845065,7.569444444444439,79.71830985915493,0.43160169743786325,2.5533891997998337,0,100.0,21.559999999999956,3.7409722222222124,25.123388922369223,20.121174477254677,5.0022144451145465,80.08941205913227,29.678888888888554,0.0,20.121174477254677,17.446797862756405,0,0,12.76694599899917,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5043,1768,1766,73.58333333333333,99.8868778280543,1.0655379563180611,54.96916000702258,0.39130176983261405,16.223404255319153,3.5201149425287404,83.77659574468085,0.4393425598940174,0.0,0,100.0,21.23599999999997,3.6847222222222125,25.036678438153746,20.126844403117303,4.909834035036444,80.38943525530017,29.678888888888554,0.0,20.126844403117303,17.38658224871788,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5044,1779,1774,73.91666666666667,99.71894322653176,1.1560806475653693,56.1173689344716,0.4801248266146833,16.71469740634006,5.656424581005581,83.28530259365994,0.43607283740013214,0.0,0,100.0,21.367999999999963,3.7076388888888787,25.113778535952427,20.104761295456875,5.009017240495553,80.05470489705587,29.678888888888554,0.0,20.104761295456875,17.440123983300296,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5045,1743,1742,72.58333333333333,99.94262765347102,0.7621635570611055,54.96392640382692,0.3071052976433104,12.112676056338023,1.2247838616714746,87.88732394366198,0.4459851295284675,0.0,0,100.0,20.93599999999998,3.63263888888888,25.145353369751696,20.12769194870989,5.017661421041803,80.04537320570034,29.678888888888544,0.0,20.12769194870989,17.462050951216455,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5046,1844,1842,76.75,99.89154013015184,1.8166717901496388,85.9428682716604,0.8337967628951736,22.79202279202279,11.587407903549895,77.20797720797721,0.4179395997822845,6.9653582077026055,0,100.0,22.14799999999994,3.8430555555555457,25.141744078377577,20.132272936961456,5.009471141416121,80.07508498296913,29.678888888888544,0.0,20.132272936961456,17.45954449887332,0,0,34.82679103851303,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5047,1838,1830,76.25,99.56474428726877,1.4417228931535457,75.10780082649532,0.6607918810369482,13.989637305699487,7.369146005509641,86.01036269430051,0.4059173060999678,4.847692329864816,0,120.0,22.079999999999934,3.830833333333323,30.069769804011607,24.167130833708008,5.902638970303602,80.37018903444971,29.678888888888554,0.0,24.167130833708008,20.881784586119167,0,0,24.238461649324076,0,0,0,12,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5048,1740,1739,72.45833333333333,99.94252873563218,0.8525199217951596,53.17243912757682,0.3090215238876895,15.361445783132533,1.4204545454545414,84.63855421686746,0.4468807817401007,0.0,0,100.0,20.89999999999998,3.62638888888888,25.122918573563744,20.117217659342185,5.005700914221558,80.07516165144546,29.678888888888554,0.0,20.117217659342185,17.44647123164149,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5049,1778,1774,73.91666666666667,99.77502812148481,1.0325794463119764,52.22368339776331,0.39876977731951785,15.625,4.628330995792429,84.375,0.4365926356031277,0.0,0,100.0,21.355999999999966,3.7055555555555464,25.026651182873998,20.110642444771155,4.916008738102843,80.3569055157211,29.678888888888554,0.0,20.110642444771155,17.379618876995828,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5050,1813,1810,75.41666666666667,99.83452840595697,1.02823100911168,65.29111569707183,0.43325939950113757,12.672176308539939,5.6551724137931085,87.32782369146005,0.4262808450954528,1.5655860661453456,0,100.0,21.77599999999995,3.778472222222213,25.238895765637004,20.133191447950864,5.10570431768614,79.77049247678417,29.678888888888544,0.0,20.133191447950864,17.527010948359028,0,0,7.827930330726728,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5051,1825,1819,75.79166666666667,99.67123287671232,0.8039062153399005,55.86948678439785,0.34005038706677015,10.569105691056912,1.1675824175824134,89.43089430894308,0.4091837701330068,0.0,0,120.0,21.923999999999943,3.8037499999999898,30.193842752117575,24.18031140584106,6.013531346276519,80.08358394244213,29.678888888888554,0.0,24.18031140584106,20.967946355637203,0,0,0.0,0,0,0,12,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5052,1728,1725,71.875,99.82638888888889,1.9680495595248904,90.84569602973339,1.2144277113828652,19.11764705882353,9.005763688760805,80.88235294117648,0.4501587586210444,13.095216055985146,0,100.0,20.755999999999986,3.6013888888888794,25.142846896424018,20.13059670845071,5.012250187973306,80.06490590098537,29.678888888888554,0.0,20.13059670845071,17.460310344738904,0,0,65.47608027992574,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5053,1732,1726,71.91666666666667,99.65357967667437,0.8890571546585783,51.542562974333485,0.36096564515464247,16.37931034482759,2.962427745664742,83.62068965517241,0.44941328503954947,0.0,0,100.0,20.803999999999984,3.6097222222222136,25.01121738576218,20.137825092463135,4.87339229329905,80.51517357938259,29.678888888888554,0.0,20.137825092463135,17.36890096233485,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5054,1836,1830,76.25,99.67320261437908,2.158967415664393,90.25955681703708,1.2035690745538958,22.02898550724638,11.267605633802813,77.97101449275362,0.42015354327704435,12.160626968095045,0,100.0,22.051999999999936,3.8263888888888786,25.14472442026406,20.134405255576983,5.010319164687076,80.07407406442174,29.678888888888554,0.0,20.134405255576983,17.46161418073893,0,0,60.803134840475224,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5055,1819,1815,75.625,99.78009895547004,0.6453596504923006,52.38056129585421,0.2752588319800105,7.183908045977017,0.7477906186267869,92.81609195402298,0.42483306072056753,0.0,0,100.0,21.847999999999946,3.7909722222222126,25.160098140595704,20.135186499380406,5.024911641215294,80.02825103011969,29.678888888888554,0.0,20.135186499380406,17.47229037541368,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C1,5056,1867,1861,77.54166666666667,99.67862881628281,1.4564062411807797,57.69823864696979,0.6413767015981767,20.60439560439561,7.651363938789091,79.3956043956044,0.41150357997308706,0.0,0,100.0,22.42399999999993,3.890972222222212,25.158711209688665,20.119090710056845,5.0396204996318215,79.96868576602186,29.678888888888554,0.0,20.119090710056845,17.47132722895046,0,0,0.0,0,0,0,10,0.3,0.7,0.0,0,reference,reference
stress_non_binding,C2,5007,1814,1812,75.5,99.88974641675854,0.1714860849991531,3.2882995729618414,0.0012575437903214006,1.912568306010931,0.0,98.08743169398907,0.36199676268539227,3.789561257387201e-16,0,26340.0,27.035999999999476,4.145000000000022,48.28116543325881,38.624195685867846,9.656969747391015,79.99847422751172,49.06056304420234,38.624195685867846,0.0,33.52858710642968,1.5,3,1.8947806286936005e-15,289,22.145328719723185,492,2634,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5008,1811,1809,75.375,99.88956377691883,0.22856676382533134,2.8716791943859183,0.003940882067491618,4.113110539845755,0.0,95.88688946015425,0.3667144214187933,4.7369515717340015e-17,0,25160.0,26.763999999999495,4.122361111111132,46.88280828923444,37.486614909013916,9.39619338022057,79.95812596751347,48.60148226192544,37.486614909013916,0.0,32.55750575641275,1.5,3,2.3684757858670006e-16,286,26.923076923076923,426,2516,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5009,1799,1793,74.70833333333333,99.66648137854364,0.22753064512749874,4.7950456706329225,0.00829990403941334,4.935064935064936,0.0,95.06493506493506,0.370214914352477,0.0,0,26070.0,26.801999999999463,4.110000000000025,46.82263083310828,37.45706233141709,9.365568501691264,79.99777386479361,49.224143721204705,37.45706233141709,0.0,32.515715856325166,1.5,3,0.0,326,20.245398773006134,503,2607,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5010,1833,1829,76.20833333333333,99.78177850518276,0.2226286217131416,4.328069208416855,0.0036808560742077317,3.5911602209944715,0.0,96.40883977900553,0.35808387217332704,0.0,0,26550.0,27.305999999999457,4.187500000000022,47.78980601760225,38.223755905855946,9.566050111746339,79.9830739881579,49.587775165957105,38.223755905855946,0.0,33.1873652900015,1.5,3,0.0,321,26.479750778816197,517,2655,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5011,1737,1732,72.16666666666667,99.71214738054115,0.18401690398447382,2.972870557068624,0.00268298771451808,2.5495750708215303,0.0,97.45042492917847,0.394393122104999,1.1842378929335004e-17,0,24480.0,25.73999999999954,3.9587500000000198,44.318476042200345,35.47972434855632,8.838751693644124,80.05628242896324,53.28136691887278,35.47972434855632,0.0,30.776719473750212,1.5,3,5.921189464667501e-17,271,27.67527675276753,432,2448,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5012,1828,1823,75.95833333333333,99.72647702407002,0.21912377914171008,3.898965524088514,0.0041384642917631055,3.217158176943702,0.0,96.7828418230563,0.36500731433539874,0.0,0,25630.0,27.06199999999948,4.164305555555577,45.79736683925644,36.62730557996225,9.170061259294231,79.97688100392307,56.501444098868326,36.62730557996225,0.0,31.803726971705824,1.5,3,0.0,265,29.81132075471698,476,2563,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5013,1725,1724,71.83333333333333,99.94202898550725,0.19390565402733412,2.7286484314156647,0.0038581542458931734,3.4188034188034178,0.0,96.58119658119658,0.39578678692320135,0.0,0,25090.0,25.717999999999535,3.9422222222222425,45.016756707647495,36.011623557605674,9.005133150041896,79.99604189941117,52.96131500170449,36.011623557605674,0.0,31.261636602532928,1.5,3,0.0,265,22.641509433962266,480,2509,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5014,1772,1770,73.75,99.88713318284425,0.1376320170165531,2.352329422337789,0.0014892596396623536,2.005730659025784,0.0,97.99426934097421,0.3843881087250821,0.0,0,26470.0,26.557999999999474,4.0593055555555795,44.420280858970415,35.519506452144114,8.900774406826361,79.96236350894472,65.1752198182749,35.519506452144114,0.0,30.84741726317383,1.5,3,0.0,230,34.34782608695652,495,2647,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5015,1820,1818,75.75,99.8901098901099,0.2064738944313328,2.694931092614267,0.002312543163338071,1.9073569482288777,0.0,98.09264305177112,0.35888382771613364,4.7369515717340015e-17,0,26020.0,27.04399999999948,4.153055555555578,48.801822022191864,39.022690712200706,9.77913130999123,79.96154466211478,48.932037700642496,39.022690712200706,0.0,33.89015418207766,1.5,3,2.3684757858670006e-16,335,28.35820895522388,505,2602,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5016,1812,1812,75.5,100.0,0.21307740241603118,3.4373130195853565,0.005496501195003295,4.134366925064603,0.0,95.8656330749354,0.37113746771222217,2.3684757858670008e-17,0,25710.0,26.885999999999466,4.132083333333357,45.19051162360002,36.143713743618854,9.046797879981245,79.98075800660637,57.65042670806169,36.143713743618854,0.0,31.382299738611064,1.5,3,1.1842378929335003e-16,246,20.73170731707317,481,2571,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5017,1854,1848,77.0,99.67637540453075,0.2353808493592272,6.307661091991274,0.005231980478974004,3.508771929824561,0.13745704467353903,96.49122807017544,0.35461405298782644,0.0,0,26480.0,27.543999999999436,4.230277777777802,46.938940924382486,37.56044340441019,9.37849751997234,80.01979308591382,43.92458224239211,37.56044340441019,0.0,32.59648675304336,1.5,3,0.0,269,27.881040892193308,510,2648,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5018,1834,1829,76.20833333333333,99.72737186477644,0.19375866409585715,5.1584577562447524,0.00693859182838701,3.899721448467963,0.0,96.10027855153204,0.3581548899417148,0.0,0,26810.0,27.369999999999447,4.193194444444468,47.664239620982684,38.125525648132324,9.5387139728504,79.98769297758557,54.6301320918499,38.125525648132324,0.0,33.10016640346015,1.5,3,0.0,289,25.951557093425603,535,2681,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5019,1853,1850,77.08333333333333,99.83810037776578,0.253467664010151,4.25093156366044,0.006344143077151379,3.5040431266846306,0.0,96.49595687331536,0.35095102373155984,1.1842378929335004e-17,0,26530.0,27.54199999999944,4.228888888888912,48.35763145663843,38.67744329186998,9.680188164768532,79.98208788730992,52.4365181645361,38.67744329186998,0.0,33.581688511554425,1.5,3,5.921189464667501e-17,272,33.088235294117645,501,2653,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5020,1708,1705,71.04166666666667,99.82435597189696,0.16153363022627265,2.4164734640470367,0.0012033265158194306,1.3812154696132617,0.0,98.61878453038673,0.4010791019936054,4.7369515717340015e-17,0,25340.0,25.563999999999535,3.910277777777798,44.81152328230203,35.825988252280325,8.98553503002176,79.94815982171605,51.81934073183948,35.825988252280325,0.0,31.119113390487467,1.5,3,2.3684757858670006e-16,258,37.98449612403101,469,2534,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5021,1758,1755,73.125,99.82935153583618,0.12396376651973749,2.2196071355113722,6.625181656707566e-05,0.7832898172323799,0.0,99.21671018276761,0.3846872692482894,0.0,0,25920.0,26.27999999999949,4.022500000000021,45.71258307061582,36.57614621719255,9.136436853423337,80.01329997189288,49.38669786159301,36.57614621719255,0.0,31.744849354594265,1.5,3,0.0,238,24.789915966386555,478,2592,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5022,1722,1716,71.5,99.65156794425087,0.17460684295563844,3.2518048706954383,0.004443773660160296,3.2352941176470584,0.0,96.76470588235294,0.39774420585334536,0.0,0,24790.0,25.621999999999538,3.9318055555555755,44.61208589279565,35.673822393182085,8.938263499613658,79.96447975758741,59.36048722866557,35.673822393182085,0.0,30.98061520333025,1.5,3,0.0,271,24.723247232472325,455,2479,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5023,1738,1736,72.33333333333333,99.88492520138091,0.16878652391724824,4.035669981874283,0.0030232416772115155,2.832861189801694,0.0,97.16713881019831,0.3908972018069126,0.0,0,25320.0,25.91999999999952,3.972500000000021,45.47700734951145,36.39099550096415,9.086011848547363,80.02064696404236,50.335065298838146,36.39099550096415,0.0,31.581255103827335,1.5,3,0.0,239,26.778242677824267,443,2532,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5024,1786,1784,74.33333333333333,99.88801791713325,0.1894127771069773,2.7403452006237177,0.0030970963492725277,2.168021680216803,0.0,97.8319783197832,0.3759289742716833,0.0,0,25790.0,26.589999999999492,4.0790277777777995,46.06556926219399,36.85239546349358,9.213173798700451,79.99986986753323,58.234818841379855,36.85239546349358,0.0,31.989978654301332,1.5,3,0.0,273,39.1941391941392,480,2579,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5025,1798,1794,74.75,99.77753058954394,0.2328107712265363,2.618879939801263,0.0019088108088766177,2.6011560693641633,0.0,97.39884393063583,0.3770358076667843,0.0,0,24420.0,26.45999999999951,4.08500000000002,44.467109239957615,35.579917137194215,8.887192102763482,80.0140097823641,52.89093049771242,35.579917137194215,0.0,30.879936972192773,1.5,3,0.0,280,34.285714285714285,435,2442,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5026,1797,1794,74.75,99.8330550918197,0.27720652389384565,3.504569957545008,0.0069092304590860215,5.675675675675674,0.0,94.32432432432432,0.3738462910526625,1.4210854715202004e-16,0,24380.0,26.43999999999949,4.082361111111134,45.71533522104148,36.56898036897592,9.146354852065663,79.99280808542393,46.787675602141896,36.56898036897592,0.0,31.74676057016765,1.5,3,7.105427357601002e-16,326,23.31288343558282,445,2438,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5027,1802,1798,74.91666666666667,99.7780244173141,0.2867686962696528,3.287276861629531,0.01048321181233123,8.923884514435699,0.0,91.0761154855643,0.3652563470562061,6.063298011819522e-15,0,25710.0,26.76599999999948,4.111250000000024,48.30771505976581,38.61741833393945,9.690296725826412,79.94047800886955,50.83742877640219,38.61741833393945,0.0,33.54702434705955,1.5,3,3.031649005909761e-14,342,24.853801169590643,471,2571,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5028,1830,1827,76.125,99.8360655737705,0.2620084974562903,4.109203137883378,0.006215140830132975,5.917159763313606,0.0,94.0828402366864,0.3659685521542714,0.0,0,25290.0,27.017999999999464,4.163750000000023,45.25132122446229,36.195495874903415,9.055825349558916,79.98771062475981,55.25946167525901,36.195495874903415,0.0,31.424528628098756,1.5,3,0.0,267,26.217228464419474,490,2529,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5029,1872,1869,77.875,99.83974358974359,0.2866764306772988,2.9237787181876533,0.0021186070052545474,3.6363636363636376,0.0,96.36363636363636,0.3469842645325814,4.7369515717340015e-17,0,25130.0,27.48999999999947,4.249027777777798,47.88566476827069,38.30744962401048,9.578215144260255,79.99774005307995,59.14857722792796,38.30744962401048,0.0,33.253933866854624,1.5,3,2.3684757858670006e-16,342,39.76608187134503,487,2513,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5030,1828,1825,76.04166666666667,99.83588621444201,0.2244701711907772,4.0985211984910315,0.008164691723345774,5.080213903743314,0.0,94.91978609625669,0.3601827447256768,0.0,0,26700.0,27.27599999999945,4.179166666666691,47.534211898756354,38.02058901513464,9.51362288362176,79.98573552900197,50.1553173886789,38.02058901513464,0.0,33.00986937413629,1.5,3,0.0,287,18.466898954703833,508,2670,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5031,1815,1811,75.45833333333333,99.77961432506886,0.17127358051936262,2.5060172440593305,0.0008189872390575588,1.8181818181818188,0.0,98.18181818181819,0.3690197339904298,0.0,0,26190.0,27.01799999999946,4.145000000000022,45.65289576344525,36.49577520320823,9.157120560237066,79.9418625979708,52.34948327459706,36.49577520320823,0.0,31.703399835725836,1.5,3,0.0,262,34.35114503816794,503,2619,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5032,1793,1792,74.66666666666667,99.94422755158952,0.17789923224782694,3.2127410031025496,0.0010476494696533304,2.3121387283236983,0.0,97.6878612716763,0.3745445875419002,1.8947806286936006e-16,0,25390.0,26.59399999999949,4.088055555555578,45.86394848491594,36.67190834645595,9.192040138460069,79.95802707330544,58.703569544292336,36.67190834645595,0.0,31.849964225636008,1.5,3,9.473903143468002e-16,283,25.08833922261484,478,2539,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5033,1780,1779,74.125,99.9438202247191,0.16133974618821076,2.2464665615567356,0.00199432196266811,2.1739130434782594,0.0,97.82608695652173,0.3750663088387449,1.1368683772161603e-15,0,26500.0,26.65999999999947,4.076388888888912,46.97612881805179,37.576683284001774,9.399445534050086,79.9910172026818,52.27090996036865,37.576683284001774,0.0,32.622311679202575,1.5,3,5.684341886080802e-15,280,22.5,501,2650,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5034,1752,1746,72.75,99.65753424657534,0.16059993564136646,2.882082900959843,0.0017974215422890411,1.9943019943019946,0.0,98.00569800569801,0.38795593979048343,4.7369515717340015e-17,0,25450.0,26.113999999999514,4.003472222222243,45.13586167542595,36.10756501210722,9.028296663318786,79.99750901347221,52.10815009495619,36.10756501210722,0.0,31.34434838571243,1.5,3,2.3684757858670006e-16,258,20.155038759689923,467,2545,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5035,1872,1868,77.83333333333333,99.78632478632478,0.25370202137974995,3.2173014923996863,0.006475438240661112,5.384615384615388,0.0,94.61538461538461,0.34239422969365424,0.0,0,26460.0,27.755999999999442,4.267500000000023,49.53807731028447,39.604828049083565,9.933249261200945,79.94825435193326,47.060918403764944,39.604828049083565,0.0,34.4014425765864,1.5,3,0.0,354,33.89830508474576,545,2646,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5036,1872,1871,77.95833333333333,99.94658119658119,0.2348013955422784,3.252276302470515,0.0042209445316912465,3.93258426966292,0.0,96.06741573033707,0.3500002063090641,0.0,0,25860.0,27.63599999999944,4.259166666666691,46.79992572873692,37.44161816394476,9.358307564792218,80.00358458037935,51.81247673432687,37.44161816394476,0.0,32.49994842273393,1.5,3,0.0,295,24.40677966101695,502,2586,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5037,1785,1784,74.33333333333333,99.94397759103641,0.19796877619798667,3.3319811365511365,0.002581502243836042,3.2258064516129004,0.0,96.7741935483871,0.376730748739608,1.4210854715202004e-16,0,25930.0,26.60599999999949,4.078888888888911,45.87693045374107,36.663341590673966,9.213588863067187,79.91672770618904,49.597157256332586,36.663341590673966,0.0,31.8589794817646,1.5,3,7.105427357601002e-16,228,25.877192982456144,507,2593,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5038,1797,1796,74.83333333333333,99.94435169727323,0.19951551464135664,3.00357422670117,0.001936572796410392,2.4844720496894457,0.0,97.51552795031056,0.3746721951157279,0.0,0,25050.0,26.57399999999949,4.091666666666688,45.41800975833794,36.29211702012717,9.125892738210835,79.90688542547724,50.36489316100241,36.29211702012717,0.0,31.54028455440131,1.5,3,0.0,249,28.514056224899598,450,2505,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5039,1760,1755,73.125,99.7159090909091,0.22502641856167596,4.030037692356806,0.007321209354438511,4.62046204620462,0.0,95.37953795379538,0.38071837065402037,0.0,0,25620.0,26.243999999999513,4.0225000000000195,46.94138656455265,37.5354115201101,9.405975044442608,79.96229823439987,49.488069261081854,37.5354115201101,0.0,32.598185114272596,1.5,3,0.0,299,22.073578595317723,500,2562,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5040,1858,1854,77.25,99.78471474703983,0.26445614867375866,2.74738725269652,0.003227387954847134,3.4482758620689613,0.0,96.55172413793103,0.3525028620264979,0.0,0,25110.0,27.31799999999946,4.219583333333356,47.29896967046075,37.83532936408198,9.463640306378826,79.9918679575614,52.456087436357,37.83532936408198,0.0,32.84650671559767,1.5,3,0.0,348,28.735632183908045,488,2511,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5041,1829,1824,76.0,99.72662657189721,0.20267853094857813,2.875333856903141,0.0020150270691131904,2.857142857142858,0.0,97.14285714285714,0.36049991729537395,0.0,0,25860.0,27.119999999999465,4.169583333333355,47.320029773665325,37.83415711966489,9.485872654000506,79.95378976012492,51.455285440002555,37.83415711966489,0.0,32.86113178726755,1.5,3,0.0,289,24.91349480968858,469,2586,nan,nan,0.0,0,reference,reference
stress_non_binding,C2,5042,1795,1793,74.70833333333333,99.88857938718662,0.16375703467481367,2.8003615616863198,0.001537153837832308,1.6901408450704203,0.0,98.30985915492958,0.37408133062248017,0.0,0,26140.0,26.76799999999947,4.102638888888912,45.830720975907106,36.65051951597119,9.180201459936002,79.96932785595521,54.49922185742515,36.65051951597119,0.0,31.826889566602127,1.5,3,0.0,222,19.81981981981982,515,2614,nan,nan,0.0,0,reference,reference
