pad_id,location,strategy,scenario,scenario_value,utilization,sessions,wait_min,input_kwh,delivered_kwh,replication
1,staging,C1,base,base,15.80824945209005,3,15.754965111646985,11.381939605504837,10.513196434677866,1035
2,picking,C1,base,base,10.752586043801935,2,0.0,7.741861951537394,7.01014921522755,1035
1,staging,C2,base,base,27.68590317503612,652,64.01594190010528,19.93385028602603,16.7818943295967,1035
2,picking,C2,base,base,26.98396364803748,656,71.40093600608724,19.428453826586995,16.558082031584938,1035
1,staging,C3,base,base,25.448799670750677,246,79.38260863790106,18.32313576294047,15.6242919864768,1035
2,picking,C3,base,base,24.921786810484583,245,67.20781679424668,17.943686503548896,15.590872693371042,1035
1,staging,C4,base,base,26.550763296721335,631,64.21516371455466,19.1165495736394,16.612539348413268,1035
2,picking,C4,base,base,26.426225734728348,625,62.776052673196425,19.02688252900441,16.6097981238795,1035
1,staging,C1,base,base,17.275293945254276,3,0.0,12.43821164058308,10.512847295089612,1036
2,picking,C1,base,base,16.187635236053662,3,17.79178189569369,11.655097369958638,10.532091183743079,1036
1,staging,C2,base,base,28.531675523988127,646,78.88835186172217,20.5428063772714,17.19594531736857,1036
2,picking,C2,base,base,29.4557706850851,640,93.84571811470896,21.20815489326119,17.623894339807563,1036
1,staging,C3,base,base,27.110383821648,259,76.59161055938071,19.519476351586555,16.35566424305403,1036
2,picking,C3,base,base,26.90976914919109,259,76.19867378442322,19.375033787417593,16.505669592535945,1036
1,staging,C4,base,base,28.089142815340534,615,69.25557887146198,20.224182827045144,17.227808400806758,1036
2,picking,C4,base,base,28.00479258962988,612,91.35486007093336,20.163450664533478,17.430794222372395,1036
1,staging,C1,base,base,16.64534865171971,3,94.82766421414368,11.984651029238194,10.524141003458624,1037
2,picking,C1,base,base,10.69851103958878,2,0.0,7.702927948503923,7.017602417917919,1037
1,staging,C2,base,base,28.82717322955087,631,91.88496921212878,20.755564725276614,17.43215058001458,1037
2,picking,C2,base,base,28.77462897522298,630,80.45186399141721,20.717732862160524,17.402046864730707,1037
1,staging,C3,base,base,27.096532533964684,268,87.67393000794782,19.50950342445459,16.506049942546102,1037
2,picking,C3,base,base,26.51315796338343,267,72.77235166391738,19.08947373363608,16.319307337733278,1037
1,staging,C4,base,base,28.195680236889032,601,81.86913089921745,20.3008897705601,17.533359914752978,1037
2,picking,C4,base,base,27.45177371950466,604,71.98779588930607,19.76527707804333,17.176781974436754,1037
1,staging,C1,base,base,21.960259934742556,4,76.3796240682168,15.811387153014643,14.048175992827325,1038
2,picking,C1,base,base,12.231872863053098,2,35.74431130585338,8.806948461398232,7.015941086904216,1038
1,staging,C2,base,base,28.461746676595755,631,76.47014908759148,20.492457607148918,17.432471992927965,1038
2,picking,C2,base,base,29.495494765018492,642,79.41713817728045,21.236756230813256,17.96836730902583,1038
1,staging,C3,base,base,27.372757868012943,258,67.44924775085236,19.708385664969303,16.57245756208517,1038
2,picking,C3,base,base,27.57976291115253,259,84.03125784532091,19.857429296029824,16.91321059533162,1038
1,staging,C4,base,base,27.948749019444424,613,71.71711918281446,20.123099293999974,17.470585122056114,1038
2,picking,C4,base,base,28.36413905999924,611,79.26738278557308,20.422180123199404,17.772047764194635,1038
1,staging,C1,base,base,15.955825849491237,3,58.32124939043388,11.488194611633693,10.524365741130547,1039
2,picking,C1,base,base,10.477015880666848,2,21.447444725248957,7.543451434080131,7.016175206214923,1039
1,staging,C2,base,base,28.37623027800103,653,63.353631689520974,20.43088580016071,17.090468630813472,1039
2,picking,C2,base,base,27.55297386986335,653,66.9157530166725,19.838141186301602,16.586238983198825,1039
1,staging,C3,base,base,26.517732596922066,251,63.69997469222546,19.092767469783883,16.07945558533832,1039
2,picking,C3,base,base,25.82234333427734,251,69.89417345521794,18.592087200679686,15.58629696856515,1039
1,staging,C4,base,base,26.518307209375326,628,51.13094559531704,19.09318119075022,16.619319063627742,1039
2,picking,C4,base,base,27.092715131071692,621,51.127054351091154,19.50675489437161,16.917110772606758,1039
1,staging,C1,base,base,19.690652691984802,3,43.25454108263863,14.177269938229056,10.522897557060121,1040
2,picking,C1,base,base,11.177133018181504,2,47.991454879027636,8.047535773090683,7.018920005871645,1040
1,staging,C2,base,base,27.4728141623231,652,51.263614599350674,19.780426196872643,16.87073922936283,1040
2,picking,C2,base,base,28.1476577338585,658,61.85239074332768,20.266313568378102,17.009578333569102,1040
1,staging,C3,base,base,26.09184636077909,274,49.38642114956508,18.786129379760943,16.000318574435298,1040
2,picking,C3,base,base,25.69544745044279,270,59.19544893105373,18.500722164318805,15.796453992180396,1040
1,staging,C4,base,base,26.955860258646975,627,45.43434831228667,19.408219386225817,16.943878421791496,1040
2,picking,C4,base,base,26.997548216410287,630,65.36683273698623,19.438234715815412,16.812383585584872,1040
1,staging,C1,base,base,17.29255633820519,3,28.485466045729723,12.450640563507736,10.534726983881717,1041
2,picking,C1,base,base,10.757216078198589,2,0.0,7.745195576302985,7.013139126949926,1041
1,staging,C2,base,base,28.106506864984876,636,68.14768714954162,20.236684942789076,16.914527896452533,1041
2,picking,C2,base,base,28.128329464923034,631,65.33667565752768,20.25239721474456,16.86216262218152,1041
1,staging,C3,base,base,26.12626549815054,264,67.16238148913139,18.810911158668386,15.900451237365834,1041
2,picking,C3,base,base,26.785816213196963,264,57.80117420831666,19.28578767350182,16.082455345279833,1041
1,staging,C4,base,base,27.23039618223535,609,59.49425028648246,19.60588525120944,16.654507483273385,1041
2,picking,C4,base,base,27.351782346493515,612,65.74291300774665,19.693283289475314,17.007907320084144,1041
1,staging,C1,base,base,16.270017715541385,3,20.959178993830815,11.714412755189796,10.542971479670816,1042
