scenario,metric,comparison,mean_diff,ci95_low,ci95_high,cohens_d,n
stress_w90_p2_kw3,mean_delay,C4-C3,-4.834480656140228e-05,-7.965492341923864e-05,-1.703468970356592e-05,-0.4388179726918241,50
stress_w90_p2_kw3,urgent_on_time_rate,C4-C2,0.08405053580418581,-0.07522259097137499,0.2433236625797466,0.14997443989368658,50
stress_w90_p2_kw3,urgent_on_time_rate,C4-C3,0.004842615012106535,-0.0048889841991730685,0.014574214223386138,0.1414213562373095,50
stress_w90_p2_kw3,completion_rate,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw3,completion_rate,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw3,wpt_loss,C4-C2,-0.7205298845474695,-0.7940593641348503,-0.6470004049600886,-2.7849010849552513,50
stress_w90_p2_kw3,wpt_loss,C4-C3,-0.6518165246279746,-0.7161037658380661,-0.587529283417883,-2.881508106002634,50
stress_w90_p2_kw3,low_soc_stops,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw3,low_soc_stops,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw5,mean_delay,C4-C2,-6.709857037246248e-05,-0.00017244186667984444,3.82447259349195e-05,-0.1810196127950146,50
stress_w90_p2_kw5,mean_delay,C4-C3,-8.472452835259103e-05,-0.00019838809185342778,2.8939035148245725e-05,-0.21183960628674045,50
stress_w90_p2_kw5,urgent_on_time_rate,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw5,urgent_on_time_rate,C4-C3,-0.004484304932735483,-0.01349585308129721,0.004527243215826243,-0.1414213562373095,50
stress_w90_p2_kw5,completion_rate,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw5,completion_rate,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw5,wpt_loss,C4-C2,-0.42591970780202204,-0.50587096782604,-0.34596844777800406,-1.5139854157974726,50
stress_w90_p2_kw5,wpt_loss,C4-C3,-0.3584436199409472,-0.4364341026215077,-0.2804531372603867,-1.3061664213179043,50
stress_w90_p2_kw5,low_soc_stops,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw5,low_soc_stops,C4-C3,0.0,0.0,0.0,0.0,50
