strategy,agv_id,time_s,time_h,soc
C4,3,70655.83613220077,19.626621147833546,30.04947197352466
C4,3,70834.63505996666,19.676287516657407,29.682249751302436
C4,3,71089.89458068593,19.747192939079422,29.400583084635766
C4,3,71099.89458068593,19.749970716857202,29.357805306857987
C4,3,71140.41729766123,19.76122702712812,29.999414992300323
C4,3,71290.41729766123,19.802893693794786,29.717748325633654
C4,3,71300.41729766123,19.805671471572566,29.67497054785587
C4,3,71357.19637409975,19.82144343724993,30.475529962272834
C4,3,71367.19637409975,19.824221215027706,30.432752184495055
C4,3,71389.65814645762,19.830460596238225,30.769678769863113
C4,3,71519.65814645762,19.866571707349337,30.573567658751998
C4,3,71529.65814645762,19.869349485127117,30.53078988097422
C4,3,71558.39571125184,19.8773321420144,30.98580132354944
C4,3,71568.39571125184,19.88010991979218,30.94302354577166
C4,3,71571.17785531892,19.88088273758859,30.987074160167115
C4,3,71701.17785531892,19.9169938486997,30.790963049056003
C4,3,71721.7775244802,19.92271597902228,30.74818527127822
C4,3,71725.67167256064,19.9237976868224,30.800008219907426
C4,3,71735.67167256064,19.926575464600177,30.757230442129647
C4,3,71776.41735797939,19.93789371054983,31.402370461259814
C4,3,71786.41735797939,19.940671488327606,31.359592683482035
C4,3,71786.41735797939,19.940671488327606,31.359592683482035
C4,3,71916.41735797939,19.976782599438717,31.16348157237092
C4,3,72066.41735797939,20.018449266105385,30.881814905704253
C4,3,72196.41735797939,20.054560377216497,30.685703794593138
C4,3,72206.41735797939,20.057338154994273,30.64292601681536
C4,3,72210.2278621503,20.058396628375085,30.693635840330575
C4,3,72350.2278621503,20.097285517263973,30.454746951441685
C4,3,72506.57945284937,20.14071651468038,30.258635840330573
C4,3,72516.57945284937,20.143494292458158,30.21585806255279
C4,3,72517.83074447577,20.14384187346549,30.230763706301435
C4,3,72687.83074447577,20.191064095687715,29.86354148407921
C4,3,72833.3529245168,20.23148692347689,29.667430372968095
C4,3,72843.3529245168,20.234264701254666,29.624652595190316
C4,3,72855.55972824087,20.23765548006691,29.817926987488057
C4,3,73005.55972824087,20.279322146733577,29.536260320821388
C4,3,73086.08607354082,20.30169057598356,29.49348254304361
C4,3,73097.82307858752,20.3049508551632,29.67931845628302
C4,3,73329.52364584258,20.369312123845162,29.312096234060796
C4,3,73459.52364584258,20.40542323495627,29.115985122949684
C4,3,73609.52364584258,20.447089901622938,28.834318456283015
C4,3,73619.52364584258,20.449867679400715,28.791540678505235
C4,3,73619.52364584258,20.449867679400715,28.791540678505235
C4,3,73769.52364584258,20.491534346067382,28.509874011838566
C4,3,73939.52364584258,20.538756568289607,28.14265178961634
C4,3,74109.52364584258,20.585978790511827,27.775429567394117
C4,3,74259.52364584258,20.627645457178495,27.493762900727447
C4,3,74269.52364584258,20.63042323495627,27.450985122949668
C4,3,74329.52364584258,20.647089901622937,27.87520973525582
C4,3,74609.46201689864,20.724850560249624,27.636320846366928
C4,3,74739.46201689864,20.760961671360736,27.440209735255817
C4,3,74749.46201689864,20.763739449138512,27.397431957478034
C4,3,74749.46201689864,20.763739449138512,27.397431957478034
C4,3,74919.46201689864,20.810961671360733,27.030209735255813
C4,3,74929.46201689864,20.813739449138513,26.98743195747803
C4,3,74989.46201689864,20.83040611580518,27.78590619459659
C4,3,75220.6953600802,20.894637600022275,27.589795083485473
C4,3,75484.04533569404,20.967790371026123,27.22257286126325
C4,3,75494.04533569404,20.9705681488039,27.17979508348547
C4,3,75496.67038660476,20.971297329612433,27.21680711946277
C4,3,75636.67038660476,21.01018621850132,26.977918230573884
C4,3,75653.7835269718,21.01493986860328,26.9351404527961
C4,3,75678.08204651119,21.021689457364218,27.224589425548277
