scenario,strategy,replication,pad_id,utilization,sessions,wait_min,input_kwh,delivered_kwh
v3_primary_challenge,C5,1039,1,42.27732023968352,1455,0.0,30.43967057257223,24.144347252123673
v3_primary_challenge,C1,1040,1,41.09791912563608,13,198.6442774928583,29.590501770457973,26.117039785153953
v3_primary_challenge,C2,1040,1,63.43461541568672,887,133.0624531250516,45.67292309929448,32.7400796144926
v3_primary_challenge,C3,1040,1,39.57517246253038,1367,0.0,28.494124173021955,22.515905091391666
v3_primary_challenge,C4,1040,1,61.14058302689486,1256,319.16276727267444,44.02121977936435,34.77903771401662
v3_primary_challenge,C5,1040,1,39.57517246253038,1367,0.0,28.494124173021955,22.67953079908711
v3_primary_challenge,C1,1041,1,42.10265533573826,13,113.83976793973082,30.313911841731553,26.098171666387163
v3_primary_challenge,C2,1041,1,40.72476660044633,1456,0.0,29.321831952321478,23.64848072895724
v3_primary_challenge,C3,1041,1,40.72476660044633,1456,0.0,29.321831952321478,23.26516530415882
v3_primary_challenge,C4,1041,1,40.72476660044633,1456,0.0,29.321831952321478,23.724235865812656
v3_primary_challenge,C5,1041,1,40.72476660044633,1456,0.0,29.32183195232148,23.263140556200703
v3_primary_challenge,C1,1042,1,57.58275455338487,15,302.02188958081337,41.459583278437094,30.111797707864138
v3_primary_challenge,C2,1042,1,70.86515302742353,645,364.3970908196994,51.022910179744954,31.149325485641985
v3_primary_challenge,C3,1042,1,72.61773090077625,1352,1091.0882864935363,52.284766248559,38.53179770786433
v3_primary_challenge,C4,1042,1,63.77912470166676,1251,417.94594518364585,45.92096978520015,37.307056223041926
v3_primary_challenge,C5,1042,1,69.71315926176496,1332,958.2216483204803,50.19347466847085,38.4036310411977
v3_primary_challenge,C1,1043,1,53.63592581582623,15,210.2436218621359,38.617866587394886,30.113049709537066
v3_primary_challenge,C2,1043,1,52.32291302697617,1290,0.0,37.67249737942288,31.25925014631647
v3_primary_challenge,C3,1043,1,41.34077533222043,1478,0.0,29.765358239198832,24.108844021496317
v3_primary_challenge,C4,1043,1,41.34077533222043,1478,0.0,29.765358239198832,24.190880302267878
v3_primary_challenge,C5,1043,1,64.88795858645967,1464,461.2570920208731,46.719330182251085,37.80785181408843
v3_primary_challenge,C1,1044,1,51.42940078702289,14,92.86285153086887,37.02916856665649,28.116861709668306
v3_primary_challenge,C2,1044,1,62.071712201405674,1110,90.58213067383767,44.69163278501214,35.1697808223283
v3_primary_challenge,C3,1044,1,39.49618027534765,1471,0.0,28.43724979825045,22.84884639712785
v3_primary_challenge,C4,1044,1,60.52479750466993,1399,251.14596701568055,43.577854203362484,32.511809016477365
v3_primary_challenge,C5,1044,1,39.49618027534765,1471,0.0,28.43724979825045,22.91521835920718
v3_primary_challenge,C1,1045,1,49.75065862547755,13,263.2136008077452,35.82047421034384,26.09716150057142
v3_primary_challenge,C2,1045,1,48.63455313701009,1344,67.28442953801229,35.01687825864726,28.717503694510867
v3_primary_challenge,C3,1045,1,42.70647326104833,1512,0.0,30.74866074795488,24.25391794355918
v3_primary_challenge,C4,1045,1,42.70647326104833,1512,0.0,30.74866074795488,24.631672460293924
v3_primary_challenge,C5,1045,1,42.70647326104833,1512,0.0,30.74866074795488,24.203129916448866
v3_primary_challenge,C1,1046,1,49.37350805140451,15,77.40295906363366,35.54892579701124,30.152650355854796
v3_primary_challenge,C2,1046,1,57.891604428772716,904,32.698083450741855,41.68195518871633,32.04118242011228
v3_primary_challenge,C3,1046,1,58.56231253693615,1105,772.0325416855119,42.16486502659408,35.00501146696604
v3_primary_challenge,C4,1046,1,55.952840851450844,997,578.350200462032,40.286045413044675,33.15390035585494
v3_primary_challenge,C5,1046,1,65.14515260130706,1012,879.2127545325212,46.90450987294115,33.46337257807715
v3_primary_challenge,C1,1047,1,49.921283082901155,14,149.42240045997758,35.94332381968883,28.115167920030654
v3_primary_challenge,C2,1047,1,57.874163446823545,1068,56.00445458131653,41.66939768171288,34.69522295067212
v3_primary_challenge,C3,1047,1,39.669527902832016,1425,0.0,28.562060090039182,22.862699633663475
