scenario,strategy,replication,agv_id,min_soc,completed_tasks,charge_h,stops,traction_energy,delivered_kwh,detour_m
v3_primary_challenge,C5,1007,2,20.41287366642967,443,1.5737322970457677,0,5.787999999999941,4.040367609999063,2430.0
v3_primary_challenge,C5,1007,3,18.107073970695225,437,1.768615007960812,0,5.759999999999935,4.220022475778382,2600.0
v3_primary_challenge,C5,1007,4,18.18870990987585,425,2.1054369839487608,0,5.6699999999999315,4.7619241887000445,2960.0
v3_primary_challenge,C5,1007,5,17.96814404237648,428,2.0301775728787685,0,5.821999999999927,4.413651497734727,3010.0
v3_primary_challenge,C1,1008,1,19.59536024941627,441,2.5337896250108125,0,5.29599999999998,7.025731987529193,20.0
v3_primary_challenge,C1,1008,2,19.701111111111,438,3.244560164270875,0,5.335999999999981,7.022534989517954,20.0
v3_primary_challenge,C1,1008,3,19.60111111111101,416,2.697923318511228,0,4.933999999999983,7.024100756178646,20.0
v3_primary_challenge,C1,1008,4,19.89252808091023,444,1.3811999720720285,0,5.2919999999999785,3.5053735959544885,10.0
v3_primary_challenge,C1,1008,5,19.79620377985169,407,1.8609670823099607,0,4.771999999999981,3.510189811007415,10.0
v3_primary_challenge,C2,1008,1,19.731736806673446,415,3.0880030126090503,0,5.511999999999952,7.803979166365889,2610.0
v3_primary_challenge,C2,1008,2,19.64779299534326,427,2.4145194819720697,0,5.413999999999961,6.371605403312325,1800.0
v3_primary_challenge,C2,1008,3,19.742194391312005,423,2.7260304463854816,0,5.483999999999954,6.9479404367636075,2200.0
v3_primary_challenge,C2,1008,4,30.319939506533288,437,1.9356631218716485,0,5.819999999999946,4.310759460170075,2670.0
v3_primary_challenge,C2,1008,5,21.12030645302623,444,1.7523392652562217,0,5.753999999999939,3.969321529742917,2570.0
v3_primary_challenge,C3,1008,1,30.058425419048383,425,2.152620026141235,0,5.747999999999943,5.453381977300657,2990.0
v3_primary_challenge,C3,1008,2,29.573885729289263,438,1.7291807222538247,0,5.681999999999941,4.383201498204677,2610.0
v3_primary_challenge,C3,1008,3,29.86130595695827,423,2.227358560133569,0,5.709999999999939,5.313854621413504,3380.0
v3_primary_challenge,C3,1008,4,30.03828293199664,430,1.8187443276155415,0,5.601999999999937,4.065427074445864,2740.0
v3_primary_challenge,C3,1008,5,28.985003722297183,430,1.9447081087471623,0,5.797999999999929,4.292956211083695,2910.0
v3_primary_challenge,C4,1008,1,36.410895142935836,427,2.221891418503139,0,5.73599999999994,5.741291825604895,3270.0
v3_primary_challenge,C4,1008,2,32.50461748034312,436,1.8138840887293322,0,5.713999999999931,4.62867490613002,3000.0
v3_primary_challenge,C4,1008,3,40.951905234023926,415,2.3942747148318104,0,5.687999999999931,5.876423426163943,3380.0
v3_primary_challenge,C4,1008,4,23.340207021706032,435,1.6973531382084865,0,5.663999999999944,3.8289725192563497,2410.0
v3_primary_challenge,C4,1008,5,23.060911210573845,433,1.7452083846185629,0,5.737999999999943,3.8846757861879206,2570.0
v3_primary_challenge,C5,1008,1,18.718187316459513,429,1.9447288624008388,0,5.751999999999942,4.9665488563797435,2790.0
v3_primary_challenge,C5,1008,2,35.81076980620278,438,1.8616815176611716,0,5.707999999999938,4.7258968879059795,2860.0
v3_primary_challenge,C5,1008,3,19.010508671425338,429,1.998289564171542,0,5.70399999999994,4.884626138624514,3110.0
v3_primary_challenge,C5,1008,4,38.33245927034124,430,2.048802535348198,0,5.7119999999999385,4.587135448360473,2700.0
v3_primary_challenge,C5,1008,5,36.67188459099142,420,2.0191092653095817,0,5.663999999999932,4.4762004544045855,3170.0
v3_primary_challenge,C1,1009,1,19.88445830604754,428,2.6111390440444726,0,5.0879999999999805,7.0107493069198545,20.0
